state_fips_code,end_code,domaincat_desc,watershed_code,short_desc,commodity_desc,load_time,state_alpha,agg_level_desc,county_ansi,prodn_practice_desc,statisticcat_desc,domain_desc,class_desc,source_desc,zip_5,county_code,CV (%),country_code,region_desc,asd_desc,country_name,group_desc,state_name,watershed_desc,reference_period_desc,Value,asd_code,sector_desc,begin_code,location_desc,county_name,state_ansi,year,unit_desc,util_practice_desc,week_ending,congr_district_code,freq_desc
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,68.6,,ANIMALS & PRODUCTS,00,US TOTAL,,,2000,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,63.4,,ANIMALS & PRODUCTS,00,US TOTAL,,,1999,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,59.6,,ANIMALS & PRODUCTS,00,US TOTAL,,,1998,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,63.1,,ANIMALS & PRODUCTS,00,US TOTAL,,,1997,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,58.7,,ANIMALS & PRODUCTS,00,US TOTAL,,,1996,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,61.8,,ANIMALS & PRODUCTS,00,US TOTAL,,,1995,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,66.7,,ANIMALS & PRODUCTS,00,US TOTAL,,,1994,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,72.6,,ANIMALS & PRODUCTS,00,US TOTAL,,,1993,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,71.3,,ANIMALS & PRODUCTS,00,US TOTAL,,,1992,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,72.7,,ANIMALS & PRODUCTS,00,US TOTAL,,,1991,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,74.6,,ANIMALS & PRODUCTS,00,US TOTAL,,,1990,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,69.5,,ANIMALS & PRODUCTS,00,US TOTAL,,,1989,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, (EXCL CALVES) - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2012-01-01 00:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,(EXCL CALVES),SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,66.6,,ANIMALS & PRODUCTS,00,US TOTAL,,,1988,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,01,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-03-31 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JAN,367,,ANIMALS & PRODUCTS,01,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,02,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-04-30 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,FEB,364,,ANIMALS & PRODUCTS,02,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,03,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-05-30 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MAR,378,,ANIMALS & PRODUCTS,03,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,04,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-06-27 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,APR,394,,ANIMALS & PRODUCTS,04,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,05,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-07-31 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MAY,405,,ANIMALS & PRODUCTS,05,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,06,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-08-29 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JUN,400,,ANIMALS & PRODUCTS,06,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,07,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-09-30 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JUL,408,,ANIMALS & PRODUCTS,07,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,08,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-09-30 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,AUG,437,,ANIMALS & PRODUCTS,08,US TOTAL,,,2025,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,00,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MARKETING YEAR,324,,ANIMALS & PRODUCTS,00,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-07-31 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,316,,ANIMALS & PRODUCTS,00,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,01,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JAN,300,,ANIMALS & PRODUCTS,01,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,02,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,FEB,311,,ANIMALS & PRODUCTS,02,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,03,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MAR,328,,ANIMALS & PRODUCTS,03,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,04,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,APR,318,,ANIMALS & PRODUCTS,04,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,05,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MAY,323,,ANIMALS & PRODUCTS,05,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,06,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JUN,318,,ANIMALS & PRODUCTS,06,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,07,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JUL,306,,ANIMALS & PRODUCTS,07,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,08,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,AUG,290,,ANIMALS & PRODUCTS,08,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,09,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,SEP,289,,ANIMALS & PRODUCTS,09,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,10,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,OCT,322,,ANIMALS & PRODUCTS,10,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,11,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,NOV,334,,ANIMALS & PRODUCTS,11,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,12,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,DEC,356,,ANIMALS & PRODUCTS,12,US TOTAL,,,2024,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,00,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MARKETING YEAR,261,,ANIMALS & PRODUCTS,00,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,00,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-07-31 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,YEAR,258,,ANIMALS & PRODUCTS,00,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,ANNUAL
99,01,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JAN,209,,ANIMALS & PRODUCTS,01,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,02,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,FEB,217,,ANIMALS & PRODUCTS,02,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,03,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MAR,230,,ANIMALS & PRODUCTS,03,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,04,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,APR,244,,ANIMALS & PRODUCTS,04,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,05,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,MAY,251,,ANIMALS & PRODUCTS,05,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,06,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JUN,260,,ANIMALS & PRODUCTS,06,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,07,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,JUL,262,,ANIMALS & PRODUCTS,07,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,08,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,AUG,272,,ANIMALS & PRODUCTS,08,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
99,09,NOT SPECIFIED,00000000,"CATTLE, CALVES - PRICE RECEIVED, MEASURED IN $ / CWT",CATTLE,2025-02-28 15:00:00.000,US,NATIONAL,,ALL PRODUCTION PRACTICES,PRICE RECEIVED,TOTAL,CALVES,SURVEY,,,,9000,,,UNITED STATES,LIVESTOCK,US TOTAL,,SEP,279,,ANIMALS & PRODUCTS,09,US TOTAL,,,2023,$ / CWT,ALL UTILIZATION PRACTICES,,,MONTHLY
